CONF	|P|	max_gen	n_m	n_c	k1(non-cloned_solutions)	k2(cloned_solutions)	|B|	life_span	seed
1	100	500	0.830000	0.200000	1.300000	4.000000	0.100000	10	1
Instancias 	 L2 	 Bins 	 FBPP 	 Gen 	 Time
instancesConflicts/BPPC_3_2_8.txt 	 204 	 204 	 0.999805 	 55 	 2191018.000000
instancesConflicts/BPPC_3_2_9.txt 	 196 	 196 	 0.996806 	 47 	 2039172.000000
instancesConflicts/BPPC_3_2_10.txt 	 202 	 202 	 0.990949 	 33 	 1716056.000000
instancesConflicts/BPPC_3_3_1.txt 	 198 	 199 	 0.986294 	 86 	 4430823.000000
instancesConflicts/BPPC_3_3_2.txt 	 201 	 203 	 0.980884 	 52 	 2358250.000000
instancesConflicts/BPPC_3_3_3.txt 	 202 	 203 	 0.985732 	 90 	 4313074.000000
instancesConflicts/BPPC_3_3_4.txt 	 204 	 205 	 0.988793 	 55 	 3041901.000000
instancesConflicts/BPPC_3_3_5.txt 	 206 	 207 	 0.983445 	 42 	 2167867.000000
instancesConflicts/BPPC_3_3_6.txt 	 206 	 208 	 0.978525 	 77 	 4166704.000000
instancesConflicts/BPPC_3_3_7.txt 	 207 	 209 	 0.980546 	 47 	 2612803.000000
instancesConflicts/BPPC_3_3_8.txt 	 204 	 206 	 0.982090 	 40 	 2289883.000000
instancesConflicts/BPPC_3_3_9.txt 	 196 	 197 	 0.987809 	 72 	 3252137.000000
instancesConflicts/BPPC_3_3_10.txt 	 202 	 203 	 0.983482 	 89 	 4686089.000000
instancesConflicts/BPPC_3_4_1.txt 	 198 	 216 	 0.855272 	 26 	 2661199.000000
instancesConflicts/BPPC_3_4_2.txt 	 201 	 212 	 0.914801 	 75 	 6172549.000000
instancesConflicts/BPPC_3_4_3.txt 	 202 	 218 	 0.862102 	 26 	 2844483.000000
instancesConflicts/BPPC_3_4_4.txt 	 204 	 210 	 0.949703 	 76 	 6169494.000000
instancesConflicts/BPPC_3_4_5.txt 	 206 	 208 	 0.973681 	 106 	 6836349.000000
instancesConflicts/BPPC_3_4_6.txt 	 206 	 217 	 0.906183 	 46 	 5158239.000000
instancesConflicts/BPPC_3_4_7.txt 	 207 	 214 	 0.942697 	 71 	 5913993.000000
instancesConflicts/BPPC_3_4_8.txt 	 204 	 208 	 0.965675 	 78 	 5538658.000000
instancesConflicts/BPPC_3_4_9.txt 	 196 	 202 	 0.948629 	 82 	 5892623.000000
instancesConflicts/BPPC_3_4_10.txt 	 202 	 212 	 0.921519 	 55 	 5155237.000000
instancesConflicts/BPPC_3_5_1.txt 	 198 	 257 	 0.667106 	 26 	 3471636.000000
instancesConflicts/BPPC_3_5_2.txt 	 201 	 256 	 0.689573 	 26 	 3526849.000000
instancesConflicts/BPPC_3_5_3.txt 	 202 	 262 	 0.661745 	 26 	 3432335.000000
instancesConflicts/BPPC_3_5_4.txt 	 204 	 246 	 0.736846 	 26 	 4027453.000000
instancesConflicts/BPPC_3_5_5.txt 	 206 	 241 	 0.764487 	 26 	 4056097.000000
instancesConflicts/BPPC_3_5_6.txt 	 206 	 268 	 0.653069 	 26 	 3443223.000000
instancesConflicts/BPPC_3_5_7.txt 	 207 	 253 	 0.713462 	 26 	 3717730.000000
instancesConflicts/BPPC_3_5_8.txt 	 204 	 241 	 0.755570 	 26 	 4224424.000000
instancesConflicts/BPPC_3_5_9.txt 	 196 	 241 	 0.710137 	 26 	 3937423.000000
instancesConflicts/BPPC_3_5_10.txt 	 202 	 263 	 0.667996 	 26 	 3414189.000000
instancesConflicts/BPPC_3_6_1.txt 	 198 	 301 	 0.513892 	 26 	 4067532.000000
instancesConflicts/BPPC_3_6_2.txt 	 201 	 306 	 0.517921 	 26 	 4009457.000000
instancesConflicts/BPPC_3_6_3.txt 	 202 	 312 	 0.497539 	 26 	 3910765.000000
instancesConflicts/BPPC_3_6_4.txt 	 204 	 307 	 0.517390 	 26 	 3831649.000000
instancesConflicts/BPPC_3_6_5.txt 	 206 	 293 	 0.565749 	 26 	 3788568.000000
instancesConflicts/BPPC_3_6_6.txt 	 206 	 312 	 0.516099 	 26 	 3850778.000000
instancesConflicts/BPPC_3_6_7.txt 	 207 	 310 	 0.522088 	 26 	 3828503.000000
instancesConflicts/BPPC_3_6_8.txt 	 204 	 294 	 0.567025 	 26 	 3838005.000000
instancesConflicts/BPPC_3_6_9.txt 	 196 	 298 	 0.519020 	 26 	 4020493.000000
instancesConflicts/BPPC_3_6_10.txt 	 202 	 311 	 0.496966 	 26 	 3998670.000000
